id,region,date,rainfall_mm,temperature_c,humidity
520,Darjeeling,2025-01-28,330.01,26.9,77.6
521,Munnar,2025-01-28,195.4,12.0,66.4
522,Kedarnath,2025-01-28,162.52,17.0,48.3
523,Kargil,2025-01-28,311.68,11.3,51.2
524,Mussoorie,2025-01-28,121.22,22.8,65.8
525,Tawang,2025-01-28,73.65,15.9,87.8
526,Cherrapunji,2025-01-28,46.65,27.0,65.4
527,Pithoragarh,2025-01-28,273.02,17.6,65.6
528,Srinagar,2025-01-28,277.93,26.7,73.0
529,Aizawl,2025-01-28,118.51,15.2,67.4
530,Pauri,2025-01-28,181.22,22.9,80.7
531,Joshimath,2025-01-28,202.1,14.0,92.5
532,Itanagar,2025-01-28,32.6,15.0,61.1
533,Shimla,2025-01-29,115.77,26.6,55.6
534,Manali,2025-01-29,123.2,31.3,48.9
535,Dehradun,2025-01-29,61.31,10.6,35.3
536,Nainital,2025-01-29,47.87,6.3,47.6
537,Leh,2025-01-29,64.34,30.1,56.8
538,Gangtok,2025-01-29,333.15,31.5,54.6
539,Darjeeling,2025-01-29,236.78,18.8,60.9
540,Munnar,2025-01-29,307.43,24.0,70.8
541,Kedarnath,2025-01-29,302.18,20.6,93.8
542,Kargil,2025-01-29,266.74,6.0,93.9
543,Mussoorie,2025-01-29,303.71,6.8,86.9
544,Tawang,2025-01-29,202.98,30.0,36.4
545,Cherrapunji,2025-01-29,95.01,31.0,84.3
546,Pithoragarh,2025-01-29,222.59,24.3,89.1
547,Srinagar,2025-01-29,86.75,13.2,72.5
548,Aizawl,2025-01-29,78.03,30.9,70.4
549,Pauri,2025-01-29,137.05,22.4,88.3
550,Joshimath,2025-01-29,85.03,20.2,63.7
551,Itanagar,2025-01-29,236.68,16.1,47.5
552,Shimla,2025-01-30,257.94,31.1,90.7
553,Manali,2025-01-30,133.26,13.7,63.7
554,Dehradun,2025-01-30,134.47,21.3,41.0
555,Nainital,2025-01-30,287.84,21.4,56.5
556,Leh,2025-01-30,42.01,9.0,88.7
557,Gangtok,2025-01-30,297.67,22.9,84.4
558,Darjeeling,2025-01-30,23.87,23.1,63.7
559,Munnar,2025-01-30,262.52,19.3,45.8
560,Kedarnath,2025-01-30,13.16,23.4,47.1
561,Kargil,2025-01-30,348.05,9.6,48.7
562,Mussoorie,2025-01-30,166.44,9.9,75.2
563,Tawang,2025-01-30,259.73,16.7,55.9
564,Cherrapunji,2025-01-30,93.35,12.5,95.9
565,Pithoragarh,2025-01-30,105.4,30.8,63.3
566,Srinagar,2025-01-30,310.87,20.8,97.5
567,Aizawl,2025-01-30,48.4,5.2,82.3
568,Pauri,2025-01-30,169.56,15.2,40.7
569,Joshimath,2025-01-30,149.88,31.0,35.6
570,Itanagar,2025-01-30,270.51,12.0,86.0
571,Shimla,2025-01-31,176.85,10.8,81.3
572,Manali,2025-01-31,274.92,24.6,46.9
573,Dehradun,2025-01-31,242.91,8.2,85.2
574,Nainital,2025-01-31,135.92,8.5,75.1
575,Leh,2025-01-31,246.58,9.6,51.1
576,Gangtok,2025-01-31,98.51,29.2,54.9
577,Darjeeling,2025-01-31,290.66,9.9,44.8
578,Munnar,2025-01-31,12.46,29.7,94.5
579,Kedarnath,2025-01-31,30.79,13.7,62.8
580,Kargil,2025-01-31,124.2,27.5,55.7
581,Mussoorie,2025-01-31,282.57,10.7,92.5
582,Tawang,2025-01-31,234.43,17.4,67.7
583,Cherrapunji,2025-01-31,21.02,28.2,56.5
584,Pithoragarh,2025-01-31,70.09,23.9,35.2
585,Srinagar,2025-01-31,227.5,21.2,54.2
586,Aizawl,2025-01-31,19.64,6.4,58.9
587,Pauri,2025-01-31,209.93,25.4,82.4
588,Joshimath,2025-01-31,300.73,29.7,80.5
589,Itanagar,2025-01-31,141.41,13.1,64.4
590,Shimla,2025-02-01,14.54,12.9,78.9
591,Manali,2025-02-01,335.94,14.7,54.3
592,Dehradun,2025-02-01,175.84,9.2,68.4
593,Nainital,2025-02-01,318.12,8.4,64.8
594,Leh,2025-02-01,187.67,15.0,43.6
595,Gangtok,2025-02-01,15.27,6.2,86.3
596,Darjeeling,2025-02-01,108.98,22.6,89.1
597,Munnar,2025-02-01,324.34,12.4,36.8
598,Kedarnath,2025-02-01,99.08,30.0,92.3
599,Kargil,2025-02-01,155.18,11.9,69.1
600,Mussoorie,2025-02-01,256.52,11.2,71.5
601,Tawang,2025-02-01,82.01,10.2,51.9
602,Cherrapunji,2025-02-01,186.79,12.2,89.8
603,Pithoragarh,2025-02-01,163.66,23.1,85.5
604,Srinagar,2025-02-01,187.33,16.7,39.5
605,Aizawl,2025-02-01,107.88,12.2,50.8
606,Pauri,2025-02-01,341.88,9.3,83.6
607,Joshimath,2025-02-01,294.14,23.1,69.9
608,Itanagar,2025-02-01,237.52,28.1,83.9
609,Shimla,2025-02-02,39.41,19.1,44.3
610,Manali,2025-02-02,110.87,8.6,92.8
611,Dehradun,2025-02-02,154.05,23.0,69.4
612,Nainital,2025-02-02,19.73,20.6,68.8
613,Leh,2025-02-02,329.01,8.5,93.1
614,Gangtok,2025-02-02,259.64,15.1,45.6
615,Darjeeling,2025-02-02,283.06,11.5,68.9
616,Munnar,2025-02-02,131.0,5.9,77.4
617,Kedarnath,2025-02-02,349.76,14.6,41.2
618,Kargil,2025-02-02,297.34,28.3,65.5
619,Mussoorie,2025-02-02,97.13,6.6,44.7
620,Tawang,2025-02-02,18.23,13.8,40.9
621,Cherrapunji,2025-02-02,265.11,13.4,83.1
622,Pithoragarh,2025-02-02,225.7,9.7,51.1
623,Srinagar,2025-02-02,210.95,16.3,89.4
624,Aizawl,2025-02-02,77.48,19.6,77.2
625,Pauri,2025-02-02,231.1,12.1,89.5
626,Joshimath,2025-02-02,116.79,29.6,95.4
627,Itanagar,2025-02-02,320.8,12.9,73.3
628,Shimla,2025-02-03,131.63,7.5,46.3
629,Manali,2025-02-03,287.66,19.0,64.9
630,Dehradun,2025-02-03,341.56,15.4,50.1
631,Nainital,2025-02-03,197.77,6.9,40.3
632,Leh,2025-02-03,59.42,20.4,36.2
633,Gangtok,2025-02-03,7.49,12.4,68.6
634,Darjeeling,2025-02-03,183.75,25.6,56.3
635,Munnar,2025-02-03,329.17,5.3,97.4
636,Kedarnath,2025-02-03,251.17,31.3,47.5
637,Kargil,2025-02-03,71.9,12.6,47.9
638,Mussoorie,2025-02-03,142.77,13.9,41.4
639,Tawang,2025-02-03,186.49,12.2,38.7
640,Cherrapunji,2025-02-03,20.98,9.5,85.6
641,Pithoragarh,2025-02-03,328.5,26.8,46.9
642,Srinagar,2025-02-03,339.52,11.1,39.8
643,Aizawl,2025-02-03,348.73,28.9,84.0
644,Pauri,2025-02-03,299.42,10.2,77.0
645,Joshimath,2025-02-03,177.41,12.1,58.8
646,Itanagar,2025-02-03,236.44,6.9,95.5
647,Shimla,2025-02-04,229.11,10.8,68.6
648,Manali,2025-02-04,191.78,24.9,92.6
649,Dehradun,2025-02-04,337.78,31.9,71.6
650,Nainital,2025-02-04,82.76,17.8,41.8
651,Leh,2025-02-04,159.81,25.2,82.0
652,Gangtok,2025-02-04,304.02,9.2,37.5
653,Darjeeling,2025-02-04,321.34,21.8,66.3
654,Munnar,2025-02-04,14.72,13.0,45.1
655,Kedarnath,2025-02-04,253.69,18.5,36.4
656,Kargil,2025-02-04,324.94,17.1,35.3
657,Mussoorie,2025-02-04,146.52,20.1,43.7
658,Tawang,2025-02-04,105.34,31.5,53.2
659,Cherrapunji,2025-02-04,117.15,12.6,93.2
660,Pithoragarh,2025-02-04,33.01,28.9,35.3
661,Srinagar,2025-02-04,222.27,10.5,79.8
662,Aizawl,2025-02-04,130.68,10.6,86.6
663,Pauri,2025-02-04,273.34,26.6,60.7
664,Joshimath,2025-02-04,212.09,10.0,74.5
665,Itanagar,2025-02-04,269.74,10.8,95.4
666,Shimla,2025-02-05,154.58,25.9,61.3
667,Manali,2025-02-05,282.14,9.7,53.9
668,Dehradun,2025-02-05,183.08,24.5,62.3
669,Nainital,2025-02-05,111.74,30.7,77.7
670,Leh,2025-02-05,189.85,29.7,94.1
671,Gangtok,2025-02-05,257.78,15.1,54.1
672,Darjeeling,2025-02-05,333.07,23.2,74.8
673,Munnar,2025-02-05,23.43,21.0,88.7
674,Kedarnath,2025-02-05,307.79,24.5,35.1
675,Kargil,2025-02-05,75.79,19.6,75.1
676,Mussoorie,2025-02-05,240.38,25.3,70.9
677,Tawang,2025-02-05,24.66,30.3,96.7
678,Cherrapunji,2025-02-05,260.82,13.7,94.9
679,Pithoragarh,2025-02-05,210.74,6.0,50.3
680,Srinagar,2025-02-05,210.23,17.6,49.5
681,Aizawl,2025-02-05,282.39,24.6,88.3
682,Pauri,2025-02-05,301.05,18.3,79.2
683,Joshimath,2025-02-05,328.37,19.8,58.2
684,Itanagar,2025-02-05,108.43,23.0,71.7
685,Shimla,2025-02-06,89.75,24.0,35.3
686,Manali,2025-02-06,144.83,9.9,96.1
687,Dehradun,2025-02-06,308.3,25.0,94.1
688,Nainital,2025-02-06,289.71,9.4,96.5
689,Leh,2025-02-06,178.45,12.3,65.9
690,Gangtok,2025-02-06,274.14,31.0,78.9
691,Darjeeling,2025-02-06,180.34,26.5,65.3
692,Munnar,2025-02-06,30.47,22.1,84.7
693,Kedarnath,2025-02-06,252.4,26.8,48.6
694,Kargil,2025-02-06,14.0,15.9,80.5
695,Mussoorie,2025-02-06,225.42,31.6,36.2
696,Tawang,2025-02-06,247.43,6.8,58.5
697,Cherrapunji,2025-02-06,294.11,8.7,82.7
698,Pithoragarh,2025-02-06,238.17,7.9,42.3
699,Srinagar,2025-02-06,297.07,11.4,45.5
700,Aizawl,2025-02-06,112.66,27.1,74.7
701,Pauri,2025-02-06,170.59,12.5,84.7
702,Joshimath,2025-02-06,333.75,26.1,49.4
703,Itanagar,2025-02-06,138.14,10.8,94.8
704,Shimla,2025-02-07,257.16,28.2,58.2
705,Manali,2025-02-07,16.59,11.1,74.2
706,Dehradun,2025-02-07,319.81,22.6,84.8
707,Nainital,2025-02-07,131.94,22.1,50.0
708,Leh,2025-02-07,116.94,31.8,43.3
709,Gangtok,2025-02-07,165.19,28.1,88.9
710,Darjeeling,2025-02-07,42.15,20.4,77.9
711,Munnar,2025-02-07,12.9,15.3,91.2
712,Kedarnath,2025-02-07,199.76,7.4,94.4
713,Kargil,2025-02-07,295.18,21.0,54.2
714,Mussoorie,2025-02-07,253.11,7.0,61.8
715,Tawang,2025-02-07,293.45,30.5,68.7
716,Cherrapunji,2025-02-07,7.96,5.5,90.5
717,Pithoragarh,2025-02-07,162.53,13.2,56.5
718,Srinagar,2025-02-07,332.9,29.0,83.2
719,Aizawl,2025-02-07,82.35,11.8,71.5
720,Pauri,2025-02-07,326.39,26.8,94.1
721,Joshimath,2025-02-07,58.3,11.7,52.9
722,Itanagar,2025-02-07,316.93,16.8,59.8
723,Shimla,2025-02-08,38.94,22.4,77.6
724,Manali,2025-02-08,262.72,10.1,74.7
725,Dehradun,2025-02-08,55.19,16.4,59.8
726,Nainital,2025-02-08,318.27,10.0,85.8
727,Leh,2025-02-08,86.41,10.5,38.5
728,Gangtok,2025-02-08,111.87,19.8,80.6
729,Darjeeling,2025-02-08,288.72,23.8,86.1
730,Munnar,2025-02-08,74.77,26.3,56.5
731,Kedarnath,2025-02-08,162.37,19.7,54.3
732,Kargil,2025-02-08,115.33,11.4,87.4
733,Mussoorie,2025-02-08,338.74,8.4,91.4
734,Tawang,2025-02-08,26.12,18.1,69.0
735,Cherrapunji,2025-02-08,321.05,28.4,71.5
736,Pithoragarh,2025-02-08,140.2,15.4,97.2
737,Srinagar,2025-02-08,82.17,11.9,54.1
738,Aizawl,2025-02-08,263.96,8.3,41.7
739,Pauri,2025-02-08,341.91,9.1,91.8
740,Joshimath,2025-02-08,345.42,28.5,83.9
741,Itanagar,2025-02-08,259.83,25.9,82.2
742,Shimla,2025-02-09,276.99,17.1,50.0
743,Manali,2025-02-09,188.49,23.3,79.1
744,Dehradun,2025-02-09,223.44,20.4,84.0
745,Nainital,2025-02-09,284.25,18.4,68.1
746,Leh,2025-02-09,308.62,17.8,48.0
747,Gangtok,2025-02-09,8.91,31.9,47.6
748,Darjeeling,2025-02-09,34.05,6.7,49.3
749,Munnar,2025-02-09,76.86,7.2,46.1
750,Kedarnath,2025-02-09,163.64,19.4,43.3
751,Kargil,2025-02-09,180.84,15.1,89.3
752,Mussoorie,2025-02-09,148.51,20.8,74.4
753,Tawang,2025-02-09,308.2,17.4,59.3
754,Cherrapunji,2025-02-09,25.42,5.9,57.9
755,Pithoragarh,2025-02-09,341.71,31.2,67.8
756,Srinagar,2025-02-09,88.91,18.1,36.9
757,Aizawl,2025-02-09,339.09,23.3,63.5
758,Pauri,2025-02-09,163.49,6.3,43.3
759,Joshimath,2025-02-09,147.85,7.6,68.6
760,Itanagar,2025-02-09,280.03,23.5,58.3
761,Shimla,2025-02-10,97.19,22.2,66.3
762,Manali,2025-02-10,7.97,11.8,63.2
763,Dehradun,2025-02-10,153.45,19.6,60.6
764,Nainital,2025-02-10,189.71,19.7,88.2
765,Leh,2025-02-10,75.25,26.1,77.5
766,Gangtok,2025-02-10,318.3,8.8,62.0
767,Darjeeling,2025-02-10,210.26,25.9,67.4
768,Munnar,2025-02-10,186.46,24.8,39.6
769,Kedarnath,2025-02-10,24.21,9.3,50.3
770,Kargil,2025-02-10,339.92,24.6,50.3
771,Mussoorie,2025-02-10,228.18,24.2,89.4
772,Tawang,2025-02-10,72.82,13.4,35.6
773,Cherrapunji,2025-02-10,111.41,28.3,71.0
774,Pithoragarh,2025-02-10,142.77,26.3,43.0
775,Srinagar,2025-02-10,137.89,23.8,95.2
776,Aizawl,2025-02-10,220.59,25.2,86.3
777,Pauri,2025-02-10,312.45,13.8,83.8
778,Joshimath,2025-02-10,153.94,7.0,60.9
779,Itanagar,2025-02-10,161.89,20.7,58.5
780,Shimla,2025-02-11,290.13,21.6,50.8
781,Manali,2025-02-11,232.93,23.8,49.0
782,Dehradun,2025-02-11,334.06,23.0,88.1
783,Nainital,2025-02-11,195.47,27.5,91.1
784,Leh,2025-02-11,115.93,18.6,51.6
785,Gangtok,2025-02-11,284.55,6.1,38.9
786,Darjeeling,2025-02-11,304.84,12.5,60.9
787,Munnar,2025-02-11,297.71,17.4,91.7
788,Kedarnath,2025-02-11,217.55,30.8,53.1
789,Kargil,2025-02-11,73.84,16.2,38.3
790,Mussoorie,2025-02-11,328.82,11.5,94.0
791,Tawang,2025-02-11,236.7,7.1,44.7
792,Cherrapunji,2025-02-11,283.5,29.9,45.2
793,Pithoragarh,2025-02-11,255.17,27.2,63.3
794,Srinagar,2025-02-11,78.42,20.7,76.8
795,Aizawl,2025-02-11,30.01,23.5,43.6
796,Pauri,2025-02-11,106.18,15.5,47.1
797,Joshimath,2025-02-11,197.43,22.1,63.4
798,Itanagar,2025-02-11,43.78,21.1,88.8
799,Shimla,2025-02-12,187.06,24.6,42.3
800,Manali,2025-02-12,304.68,17.8,49.9
801,Dehradun,2025-02-12,296.04,26.1,39.1
802,Nainital,2025-02-12,48.38,12.6,35.4
803,Leh,2025-02-12,234.15,11.5,54.1
804,Gangtok,2025-02-12,36.19,10.8,78.6
805,Darjeeling,2025-02-12,102.09,24.0,65.0
806,Munnar,2025-02-12,38.91,13.8,86.7
807,Kedarnath,2025-02-12,256.51,8.9,95.9
808,Kargil,2025-02-12,286.36,12.5,80.6
809,Mussoorie,2025-02-12,45.79,14.2,66.7
810,Tawang,2025-02-12,202.67,12.8,81.7
811,Cherrapunji,2025-02-12,126.64,5.9,91.6
812,Pithoragarh,2025-02-12,295.59,25.9,52.1
813,Srinagar,2025-02-12,321.04,24.5,64.7
814,Aizawl,2025-02-12,78.49,17.3,80.0
815,Pauri,2025-02-12,104.11,18.4,60.2
816,Joshimath,2025-02-12,49.08,23.9,83.8
817,Itanagar,2025-02-12,314.84,25.7,38.1
818,Shimla,2025-02-13,192.13,13.9,64.1
819,Manali,2025-02-13,70.77,21.2,47.3
820,Dehradun,2025-02-13,312.69,10.8,42.4
821,Nainital,2025-02-13,35.28,20.8,44.1
822,Leh,2025-02-13,326.71,16.9,45.3
823,Gangtok,2025-02-13,29.03,29.8,46.7
824,Darjeeling,2025-02-13,16.39,10.7,44.6
825,Munnar,2025-02-13,297.8,5.5,77.0
826,Kedarnath,2025-02-13,248.78,6.5,46.3
827,Kargil,2025-02-13,10.2,12.8,93.6
828,Mussoorie,2025-02-13,84.05,8.9,41.9
829,Tawang,2025-02-13,331.02,20.2,51.4
830,Cherrapunji,2025-02-13,8.12,23.6,46.2
831,Pithoragarh,2025-02-13,267.44,12.0,53.6
832,Srinagar,2025-02-13,55.22,26.6,91.7
833,Aizawl,2025-02-13,35.2,24.6,40.4
834,Pauri,2025-02-13,196.79,23.5,73.1
835,Joshimath,2025-02-13,32.83,29.4,89.6
836,Itanagar,2025-02-13,105.44,6.0,89.6
837,Shimla,2025-02-14,42.33,20.5,77.7
838,Manali,2025-02-14,74.54,23.2,94.7
839,Dehradun,2025-02-14,318.78,20.4,75.4
840,Nainital,2025-02-14,205.05,26.7,97.6
841,Leh,2025-02-14,135.78,13.0,72.2
842,Gangtok,2025-02-14,228.3,28.0,35.9
843,Darjeeling,2025-02-14,165.06,30.4,60.6
844,Munnar,2025-02-14,262.48,9.3,56.7
845,Kedarnath,2025-02-14,280.2,30.0,41.3
846,Kargil,2025-02-14,251.27,26.8,65.1
847,Mussoorie,2025-02-14,234.85,27.9,58.7
848,Tawang,2025-02-14,289.88,25.2,46.2
849,Cherrapunji,2025-02-14,49.04,12.9,93.4
850,Pithoragarh,2025-02-14,92.86,10.4,55.9
851,Srinagar,2025-02-14,61.47,10.6,41.0
852,Aizawl,2025-02-14,84.63,18.6,94.7
853,Pauri,2025-02-14,155.45,17.4,67.5
854,Joshimath,2025-02-14,253.33,27.7,60.4
855,Itanagar,2025-02-14,319.56,11.5,66.8
856,Shimla,2025-02-15,44.38,11.0,75.8
857,Manali,2025-02-15,118.72,27.5,81.1
858,Dehradun,2025-02-15,19.29,26.7,47.4
859,Nainital,2025-02-15,7.14,5.1,97.6
860,Leh,2025-02-15,24.75,30.0,51.6
861,Gangtok,2025-02-15,328.96,23.0,89.1
862,Darjeeling,2025-02-15,149.36,29.6,83.3
863,Munnar,2025-02-15,110.23,5.6,59.0
864,Kedarnath,2025-02-15,68.41,29.5,57.0
865,Kargil,2025-02-15,272.57,6.0,85.5
866,Mussoorie,2025-02-15,307.58,6.1,47.3
867,Tawang,2025-02-15,114.97,30.9,86.1
868,Cherrapunji,2025-02-15,91.14,9.0,67.6
869,Pithoragarh,2025-02-15,160.35,29.2,58.3
870,Srinagar,2025-02-15,239.2,26.0,66.5
871,Aizawl,2025-02-15,14.92,21.3,35.1
872,Pauri,2025-02-15,235.77,22.5,92.3
873,Joshimath,2025-02-15,151.57,5.5,70.4
874,Itanagar,2025-02-15,110.89,8.6,89.0
875,Shimla,2025-02-16,348.96,9.7,96.7
876,Manali,2025-02-16,321.87,13.1,63.4
877,Dehradun,2025-02-16,309.16,24.6,75.6
878,Nainital,2025-02-16,283.7,30.9,61.1
879,Leh,2025-02-16,339.33,20.0,80.0
880,Gangtok,2025-02-16,253.14,20.5,96.2
881,Darjeeling,2025-02-16,208.55,10.3,59.4
882,Munnar,2025-02-16,32.04,20.7,76.2
883,Kedarnath,2025-02-16,303.05,24.4,94.9
884,Kargil,2025-02-16,25.85,7.0,87.5
885,Mussoorie,2025-02-16,326.28,23.6,91.7
886,Tawang,2025-02-16,76.38,11.5,51.3
887,Cherrapunji,2025-02-16,101.76,11.8,41.3
888,Pithoragarh,2025-02-16,293.98,8.9,42.5
889,Srinagar,2025-02-16,125.25,11.5,81.0
890,Aizawl,2025-02-16,119.95,9.3,44.5
891,Pauri,2025-02-16,298.33,24.0,70.6
892,Joshimath,2025-02-16,333.21,12.2,45.4
893,Itanagar,2025-02-16,74.82,21.3,67.8
894,Shimla,2025-02-17,328.2,14.4,89.1
895,Manali,2025-02-17,85.94,26.3,73.4
896,Dehradun,2025-02-17,64.61,16.1,72.7
897,Nainital,2025-02-17,195.75,15.0,98.0
898,Leh,2025-02-17,55.96,8.5,51.8
899,Gangtok,2025-02-17,103.99,16.1,60.8
900,Darjeeling,2025-02-17,170.16,25.9,36.7
901,Munnar,2025-02-17,179.7,28.2,59.9
902,Kedarnath,2025-02-17,305.01,24.5,97.6
903,Kargil,2025-02-17,331.05,8.7,78.2
904,Mussoorie,2025-02-17,191.29,31.2,57.6
905,Tawang,2025-02-17,242.43,20.6,71.9
906,Cherrapunji,2025-02-17,317.18,12.5,38.1
907,Pithoragarh,2025-02-17,224.65,23.2,92.9
908,Srinagar,2025-02-17,168.36,26.0,81.9
909,Aizawl,2025-02-17,347.05,27.0,74.6
910,Pauri,2025-02-17,230.77,18.8,50.4
911,Joshimath,2025-02-17,11.62,16.2,86.1
912,Itanagar,2025-02-17,163.54,18.6,94.5
913,Shimla,2025-02-18,195.37,10.6,94.0
914,Manali,2025-02-18,229.44,5.8,91.9
915,Dehradun,2025-02-18,42.78,27.9,59.4
916,Nainital,2025-02-18,193.62,27.1,89.1
917,Leh,2025-02-18,44.45,15.6,86.5
918,Gangtok,2025-02-18,265.18,19.7,88.1
919,Darjeeling,2025-02-18,83.16,31.2,54.4
920,Munnar,2025-02-18,290.52,19.2,68.1
921,Kedarnath,2025-02-18,228.09,31.2,89.2
922,Kargil,2025-02-18,14.02,25.0,42.3
923,Mussoorie,2025-02-18,169.27,28.7,41.5
924,Tawang,2025-02-18,312.12,21.0,45.8
925,Cherrapunji,2025-02-18,21.68,28.4,46.4
926,Pithoragarh,2025-02-18,294.76,31.4,89.5
927,Srinagar,2025-02-18,100.08,18.3,64.9
928,Aizawl,2025-02-18,292.44,12.0,91.5
929,Pauri,2025-02-18,342.5,27.5,39.6
930,Joshimath,2025-02-18,206.42,31.6,39.1
931,Itanagar,2025-02-18,286.77,15.6,83.3
932,Shimla,2025-02-19,336.65,9.1,36.4
933,Manali,2025-02-19,216.87,8.4,71.9
934,Dehradun,2025-02-19,46.19,9.0,51.6
935,Nainital,2025-02-19,117.02,28.4,79.4
936,Leh,2025-02-19,182.88,22.6,40.7
937,Gangtok,2025-02-19,75.14,11.8,76.9
938,Darjeeling,2025-02-19,253.07,24.4,39.2
939,Munnar,2025-02-19,111.12,22.8,35.0
940,Kedarnath,2025-02-19,308.81,19.0,52.2
941,Kargil,2025-02-19,227.01,14.5,58.8
942,Mussoorie,2025-02-19,43.27,24.0,68.9
943,Tawang,2025-02-19,219.47,7.6,90.2
944,Cherrapunji,2025-02-19,215.85,16.7,72.9
945,Pithoragarh,2025-02-19,149.4,30.4,63.7
946,Srinagar,2025-02-19,257.87,8.6,61.2
947,Aizawl,2025-02-19,210.63,7.0,64.5
948,Pauri,2025-02-19,256.81,15.3,50.1
949,Joshimath,2025-02-19,279.68,9.5,42.2
950,Itanagar,2025-02-19,179.19,23.9,59.6
951,Shimla,2025-02-20,290.43,8.8,78.8
952,Manali,2025-02-20,74.55,6.3,42.9
953,Dehradun,2025-02-20,37.64,14.3,56.0
954,Nainital,2025-02-20,65.53,28.4,49.2
955,Leh,2025-02-20,211.82,25.2,64.2
956,Gangtok,2025-02-20,147.12,21.2,40.6
957,Darjeeling,2025-02-20,156.67,19.6,71.9
958,Munnar,2025-02-20,292.84,30.6,72.9
959,Kedarnath,2025-02-20,328.11,23.9,67.5
960,Kargil,2025-02-20,222.44,22.2,55.3
961,Mussoorie,2025-02-20,122.35,17.5,91.2
962,Tawang,2025-02-20,81.0,23.2,49.6
963,Cherrapunji,2025-02-20,57.0,23.4,86.7
964,Pithoragarh,2025-02-20,299.03,15.8,61.5
965,Srinagar,2025-02-20,42.22,12.2,63.3
966,Aizawl,2025-02-20,199.2,19.8,61.8
967,Pauri,2025-02-20,71.87,7.5,85.2
968,Joshimath,2025-02-20,275.11,22.5,50.7
969,Itanagar,2025-02-20,142.91,12.7,73.7
970,Shimla,2025-02-21,102.26,30.0,56.5
971,Manali,2025-02-21,316.68,26.4,42.8
972,Dehradun,2025-02-21,51.55,19.7,73.0
973,Nainital,2025-02-21,75.46,29.2,40.5
974,Leh,2025-02-21,248.27,9.0,44.3
975,Gangtok,2025-02-21,246.86,12.4,63.1
976,Darjeeling,2025-02-21,202.21,17.4,85.0
977,Munnar,2025-02-21,175.34,26.7,95.3
978,Kedarnath,2025-02-21,320.39,22.2,73.3
979,Kargil,2025-02-21,264.05,30.0,41.1
980,Mussoorie,2025-02-21,177.94,13.7,35.6
981,Tawang,2025-02-21,328.44,27.6,44.6
982,Cherrapunji,2025-02-21,48.87,8.8,68.7
983,Pithoragarh,2025-02-21,205.47,19.4,49.7
984,Srinagar,2025-02-21,98.41,6.4,51.8
985,Aizawl,2025-02-21,15.6,14.3,87.2
986,Pauri,2025-02-21,195.11,17.0,70.3
987,Joshimath,2025-02-21,293.0,18.0,55.1
988,Itanagar,2025-02-21,225.2,22.2,68.0
989,Shimla,2025-02-22,46.78,18.3,88.6
990,Manali,2025-02-22,195.14,13.7,90.9
991,Dehradun,2025-02-22,323.51,9.0,66.2
992,Nainital,2025-02-22,83.9,6.0,37.8
993,Leh,2025-02-22,52.71,10.9,58.5
994,Gangtok,2025-02-22,101.63,9.2,69.5
995,Darjeeling,2025-02-22,36.27,24.1,40.5
996,Munnar,2025-02-22,295.26,17.1,66.2
997,Kedarnath,2025-02-22,304.69,24.7,49.6
998,Kargil,2025-02-22,292.64,25.9,83.5
999,Mussoorie,2025-02-22,342.33,28.2,75.4
1000,Tawang,2025-02-22,97.91,23.7,45.2
1001,Cherrapunji,2025-02-22,109.74,7.7,54.1
1002,Pithoragarh,2025-02-22,300.62,32.0,50.4
1003,Srinagar,2025-02-22,66.34,20.2,95.4
1004,Aizawl,2025-02-22,200.33,13.5,87.3
1005,Pauri,2025-02-22,129.23,31.9,44.3
1006,Joshimath,2025-02-22,345.54,21.0,67.1
1007,Itanagar,2025-02-22,298.53,12.8,63.9
1008,Shimla,2025-02-23,129.58,27.3,68.1
1009,Manali,2025-02-23,186.94,20.2,36.7
1010,Dehradun,2025-02-23,268.46,9.8,84.8
1011,Nainital,2025-02-23,191.7,25.2,86.8
1012,Leh,2025-02-23,183.79,9.9,64.0
1013,Gangtok,2025-02-23,282.02,23.2,90.7
1014,Darjeeling,2025-02-23,346.64,6.3,46.5
1015,Munnar,2025-02-23,128.74,26.3,83.4
1016,Kedarnath,2025-02-23,296.4,27.4,67.1
1017,Kargil,2025-02-23,81.89,10.9,56.6
1018,Mussoorie,2025-02-23,309.86,25.9,92.0
1019,Tawang,2025-02-23,131.06,30.5,56.6
1020,Cherrapunji,2025-02-23,35.49,8.7,85.4
1021,Pithoragarh,2025-02-23,188.01,9.4,72.6
1022,Srinagar,2025-02-23,193.87,30.2,70.0
1023,Aizawl,2025-02-23,189.12,13.4,85.1
1024,Pauri,2025-02-23,93.99,8.0,89.9
1025,Joshimath,2025-02-23,101.48,15.1,57.9
1026,Itanagar,2025-02-23,138.32,12.3,48.7
1027,Shimla,2025-02-24,139.04,8.2,83.8
1028,Manali,2025-02-24,46.76,27.1,84.0
1029,Dehradun,2025-02-24,75.98,16.4,73.3
1030,Nainital,2025-02-24,114.57,18.7,91.5
1031,Leh,2025-02-24,248.89,31.5,82.0
1032,Gangtok,2025-02-24,266.06,11.2,43.1
1033,Darjeeling,2025-02-24,72.83,27.0,46.9
1034,Munnar,2025-02-24,95.75,27.3,52.3
1035,Kedarnath,2025-02-24,14.08,5.4,82.0
1036,Kargil,2025-02-24,55.78,14.8,83.1
1037,Mussoorie,2025-02-24,23.63,28.4,63.7
1038,Tawang,2025-02-24,155.75,27.8,48.3
